feature,n_rows,n_train,n_test,intercept,slope,all_pearson,all_spearman,test_pearson,test_spearman,test_r2,test_mae,test_rmse,draw_id
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19906734290494837,0.5897614173757203,0.8227028334446539,0.7883642889263818,0.7992881714752423,0.7723763199866175,0.6260748082372816,0.24720737165110482,0.4017062614799549,108
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19814868648614542,0.5883500495034403,0.825701048736967,0.7866901606931116,0.8045821438199513,0.7722137434222478,0.6380602446519996,0.24427521042211026,0.3952158767970708,109
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19676486782740338,0.5894765327409633,0.8200655648624193,0.7878603208657764,0.7906453284990091,0.7740260169382228,0.6123232513464669,0.24659408860778176,0.4090261891663023,110
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19924930460917617,0.5903476745923181,0.824072339537848,0.7866178601463316,0.7951568675222118,0.7762182393923311,0.6199347103086332,0.24671737868560062,0.4049909727999342,111
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19558106448592233,0.5848903972506007,0.8198320284883526,0.7875210221750605,0.7857520666385194,0.7719411732011671,0.6058210685618672,0.24836628904340974,0.41244205552874486,112
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19876319711028673,0.589977437234831,0.8233419262804752,0.789356718585006,0.7981103289239532,0.779075113831231,0.626049878178961,0.24439674273326678,0.40171965238518387,113
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.20090392592982048,0.5929126789394322,0.8200345097716898,0.7869964787053538,0.7892763417607641,0.7702769646415721,0.6078745903078271,0.24968228786326233,0.4113663198311238,114
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.198501180860356,0.5891024479201261,0.822654921648803,0.7889860573244867,0.803419579500482,0.7770503810026254,0.6370618266609539,0.24347779519864654,0.39576060680954944,115
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19742494722941278,0.5887842482721287,0.8241632495885565,0.7890486275390052,0.7936496945037987,0.7758710097514657,0.6199491949019968,0.24613058262514415,0.40498325546082453,116
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19579237705501923,0.5907591311508057,0.8192312922517219,0.7882468285101143,0.7864695186490478,0.7724314980984593,0.6041948106805495,0.24988077475147974,0.41329198268229506,117
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.2000023869980489,0.5924450354753625,0.820795970469384,0.7894560480220284,0.7970287734138491,0.774027078989741,0.6215277556327561,0.24621511393159096,0.4041413208180708,118
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19800169274957274,0.5890126771720912,0.8218507416293694,0.7886968478301459,0.7856890465076705,0.7733063335293944,0.6041138610111676,0.24895066438473185,0.41333424354678727,119
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19785782050581208,0.588110861580272,0.8191192156106766,0.7862074155730022,0.7903489418630751,0.7745142004502642,0.609684733302877,0.24760083858913678,0.4104157397591249,120
